repo_id,full_name,owner,owner_id,repo_name,description,language,topics,stars_count,forks_count,watchers_count,open_issues_count,size,created_at,updated_at,pushed_at,default_branch,archived,disabled,is_fork,license,html_url,source_topic,collected_at
209381919,jwilber/roughViz,jwilber,8595819,roughViz,Reusable JavaScript library for creating sketchy/hand-drawn styled charts in the browser.,JavaScript,charting-library|d3v5|dashboard|data-science|data-visualization|visualization,7095,237,7095,13,3572,2019-09-18T18:52:35Z,2026-06-13T06:53:52Z,2024-04-26T11:54:48Z,master,False,False,False,MIT,https://github.com/jwilber/roughViz,data-science,2026-06-13T20:45:57.793071+00:00
527591471,AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,20920490,stable-diffusion-webui,Stable Diffusion web UI,Python,ai|ai-art|deep-learning|diffusion|gradio|image-generation|image2image|img2img|pytorch|stable-diffusion|text2image|torch|txt2img|unstable|upscaling|web,163676,30368,163676,2490,36552,2022-08-22T14:05:26Z,2026-06-13T19:07:13Z,2026-03-02T07:00:53Z,master,False,False,False,AGPL-3.0,https://github.com/AUTOMATIC1111/stable-diffusion-webui,deep-learning,2026-06-13T20:46:07.683961+00:00
5108051,opencv/opencv,opencv,5009934,opencv,Open Source Computer Vision Library,C++,c-plus-plus|computer-vision|deep-learning|image-processing|opencv,89053,56652,89053,2724,559883,2012-07-19T09:40:17Z,2026-06-13T20:33:13Z,2026-06-11T18:00:04Z,4.x,False,False,False,Apache-2.0,https://github.com/opencv/opencv,deep-learning,2026-06-13T20:46:07.683995+00:00
579082810,dair-ai/Prompt-Engineering-Guide,dair-ai,30384625,Prompt-Engineering-Guide,"🐙 Guides, papers, lessons, notebooks and resources for prompt engineering, context engineering, RAG, and AI Agents.",MDX,agent|agents|ai-agents|chatgpt|deep-learning|generative-ai|language-model|llms|openai|prompt-engineering|rag,75589,8207,75589,268,82777,2022-12-16T16:04:50Z,2026-06-13T20:34:52Z,2026-03-11T20:09:13Z,main,False,False,False,MIT,https://github.com/dair-ai/Prompt-Engineering-Guide,deep-learning,2026-06-13T20:46:07.684004+00:00
188660663,CorentinJ/Real-Time-Voice-Cloning,CorentinJ,12038136,Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time,Python,deep-learning|python|pytorch|tensorflow|tts|voice-cloning,59907,9407,59907,171,369730,2019-05-26T08:56:15Z,2026-06-13T18:50:41Z,2026-03-09T10:31:58Z,master,False,False,False,NOASSERTION,https://github.com/CorentinJ/Real-Time-Voice-Cloning,deep-learning,2026-06-13T20:46:07.684012+00:00
265612440,coqui-ai/TTS,coqui-ai,75583352,TTS,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production",Python,deep-learning|glow-tts|hifigan|melgan|multi-speaker-tts|python|pytorch|speaker-encoder|speaker-encodings|speech|speech-synthesis|tacotron|text-to-speech|tts|tts-model|vocoder|voice-cloning|voice-conversion|voice-synthesis,45555,6115,45555,9,170196,2020-05-20T15:45:28Z,2026-06-13T14:23:18Z,2024-08-16T12:07:14Z,dev,False,False,False,MPL-2.0,https://github.com/coqui-ai/TTS,deep-learning,2026-06-13T20:46:07.684022+00:00
422274596,hpcaitech/ColossalAI,hpcaitech,88699314,ColossalAI,"Making large AI models cheaper, faster and more accessible",Python,ai|big-model|data-parallelism|deep-learning|distributed-computing|foundation-models|heterogeneous-training|hpc|inference|large-scale|model-parallelism|pipeline-parallelism,41397,4511,41397,500,66601,2021-10-28T16:19:44Z,2026-06-13T17:30:34Z,2026-05-25T17:39:11Z,main,False,False,False,Apache-2.0,https://github.com/hpcaitech/ColossalAI,deep-learning,2026-06-13T20:46:07.684031+00:00
70905478,floodsung/Deep-Learning-Papers-Reading-Roadmap,floodsung,3880963,Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,Python,deep-learning,39512,7293,39512,92,3638,2016-10-14T11:49:48Z,2026-06-13T13:48:06Z,2022-11-27T13:18:32Z,master,False,False,False,,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,deep-learning,2026-06-13T20:46:07.684036+00:00
37958358,naptha/tesseract.js,naptha,7720173,tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,JavaScript,deep-learning|javascript|ocr|tesseract|webassembly,38137,2363,38137,45,109272,2015-06-24T02:49:52Z,2026-06-12T19:23:17Z,2026-05-17T04:19:12Z,master,False,False,False,Apache-2.0,https://github.com/naptha/tesseract.js,deep-learning,2026-06-13T20:46:07.684042+00:00
349321229,TencentARC/GFPGAN,TencentARC,83739826,GFPGAN,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,Python,deep-learning|face-restoration|gan|gfpgan|image-restoration|pytorch|super-resolution,37471,6281,37471,404,5467,2021-03-19T06:18:20Z,2026-06-13T08:16:32Z,2024-07-26T18:44:02Z,master,False,False,False,NOASSERTION,https://github.com/TencentARC/GFPGAN,deep-learning,2026-06-13T20:46:07.684048+00:00
393571599,babysor/MockingBird,babysor,7423248,MockingBird,🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time,Python,ai|deep-learning|pytorch|speech|text-to-speech|tts,36901,5208,36901,482,130787,2021-08-07T03:53:39Z,2026-06-13T17:35:05Z,2026-03-03T14:59:58Z,main,False,False,False,NOASSERTION,https://github.com/babysor/MockingBird,deep-learning,2026-06-13T20:46:07.684055+00:00
498011141,huggingface/diffusers,huggingface,25720743,diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch.",Python,deep-learning|diffusion|flux|image-generation|image2image|image2video|latent-diffusion-models|pytorch|qwen-image|score-based-generative-modeling|stable-diffusion|stable-diffusion-diffusers|text2image|text2video|video2video,33843,7052,33843,1179,99777,2022-05-30T16:04:02Z,2026-06-13T18:57:02Z,2026-06-13T19:04:28Z,main,False,False,False,Apache-2.0,https://github.com/huggingface/diffusers,deep-learning,2026-06-13T20:46:07.684062+00:00
419991646,mli/paper-reading,mli,421857,paper-reading,深度学习经典、新论文逐段精读,,deep-learning|paper|reading-list,33436,2809,33436,1,9001,2021-10-22T06:34:51Z,2026-06-13T16:22:32Z,2025-03-22T03:49:35Z,main,False,False,False,Apache-2.0,https://github.com/mli/paper-reading,deep-learning,2026-06-13T20:46:07.684069+00:00
84533158,yunjey/pytorch-tutorial,yunjey,15663219,pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,Python,deep-learning|neural-networks|pytorch|pytorch-tutorial,32376,8245,32376,88,13110,2017-03-10T07:41:47Z,2026-06-13T12:52:36Z,2023-08-15T10:17:50Z,master,False,False,False,MIT,https://github.com/yunjey/pytorch-tutorial,deep-learning,2026-06-13T20:46:07.684075+00:00
612427246,tatsu-lab/stanford_alpaca,tatsu-lab,61893194,stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",Python,deep-learning|instruction-following|language-model,30249,3991,30249,187,8654,2023-03-10T23:33:09Z,2026-06-13T10:36:48Z,2024-07-17T09:43:05Z,main,False,False,False,Apache-2.0,https://github.com/tatsu-lab/stanford_alpaca,deep-learning,2026-06-13T20:46:07.684081+00:00
211124697,deezer/spleeter,deezer,4393583,spleeter,Deezer source separation library including pretrained models.,Python,audio-processing|bass|deep-learning|deezer|drums|model|pretrained-models|python|tensorflow|vocals,28247,3064,28247,277,9630,2019-09-26T15:40:46Z,2026-06-13T13:49:42Z,2025-04-02T16:22:20Z,master,False,False,False,MIT,https://github.com/deezer/spleeter,deep-learning,2026-06-13T20:46:07.684090+00:00
612139233,svc-develop-team/so-vits-svc,svc-develop-team,127122328,so-vits-svc,SoftVC VITS Singing Voice Conversion,Python,ai|audio-analysis|deep-learning|flow|generative-adversarial-network|pytorch|singing-voice-conversion|so-vits-svc|sovits|speech|variational-inference|vc|vits|voice|voice-changer|voice-conversion|voiceconversion,28094,5052,28094,27,11145,2023-03-10T09:31:09Z,2026-06-12T12:14:35Z,2023-11-11T13:11:31Z,4.1-Stable,True,False,False,AGPL-3.0,https://github.com/svc-develop-team/so-vits-svc,deep-learning,2026-06-13T20:46:07.684096+00:00
